Date,Open,High,Low,Close,Adj Close,Volume
2021-10-26,23.989000,25.259001,23.924000,24.716999,24.676748,485898000
2021-10-27,24.474001,25.090000,24.282000,24.451000,24.411182,245990000
2021-10-28,24.878000,24.950001,24.523001,24.941000,24.900387,234204000
2021-10-29,25.000999,25.709000,25.000000,25.566999,25.525366,292503000
2021-11-01,25.649000,25.893999,25.226999,25.827000,25.784943,265740000
2021-11-02,25.822001,26.677999,25.799999,26.400999,26.358009,294112000
2021-11-03,26.670000,26.784000,26.235001,26.598000,26.554688,239910000
2021-11-04,27.229000,31.365000,27.118000,29.801001,29.752472,1153631000
2021-11-05,30.187000,31.400000,29.410000,29.752001,29.703548,851260000
2021-11-08,30.149000,31.100000,29.907000,30.804001,30.753841,503101000
2021-11-09,32.282001,32.310001,29.964001,30.657000,30.607077,646746000
2021-11-10,29.356001,30.850000,28.778000,29.459000,29.411028,636206000
2021-11-11,30.468000,30.590000,29.777000,30.389999,30.340513,332172000
2021-11-12,30.010000,30.680000,29.629999,30.389999,30.340513,413054000
2021-11-15,30.552000,30.643999,29.247000,30.025000,29.976107,384909000
2021-11-16,29.759001,30.389999,29.705999,30.202999,30.153814,264484000
2021-11-17,30.417999,30.509001,28.799999,29.261000,29.213348,428508000
2021-11-18,32.367001,32.759998,31.320999,31.674999,31.623417,781711000
2021-11-19,32.243000,33.088001,31.905001,32.985001,32.931282,533867000
2021-11-22,33.516998,34.646999,31.900000,31.955999,31.903961,754335000
2021-11-23,31.535000,32.360001,30.879999,31.746000,31.694304,532163000
2021-11-24,31.461000,32.855000,30.927999,32.674000,32.620789,435162000
2021-11-26,32.599998,32.709999,31.350000,31.503000,31.451702,283069000
2021-11-29,32.366001,33.411999,32.035999,33.375999,33.321651,454964000
2021-11-30,33.168999,33.353001,31.864000,32.675999,32.622780,622066000
2021-12-01,33.219002,33.289001,31.379999,31.434999,31.387653,484368000
2021-12-02,31.214001,32.478001,31.025000,32.125999,32.077610,472890000
2021-12-03,32.000000,32.129002,30.129999,30.693001,30.646770,544325000
2021-12-06,29.879999,30.240999,28.038000,30.037001,29.991760,658938000
2021-12-07,30.957001,32.449001,30.650999,32.426998,32.378155,593053000
2021-12-08,31.999001,32.290001,31.421000,31.826000,31.778063,475551000
2021-12-09,31.733999,32.205002,30.427999,30.490000,30.444075,488507000
2021-12-10,31.150000,31.305000,29.861000,30.198000,30.152517,488825000
2021-12-13,30.249001,30.294001,28.115999,28.160999,28.118586,598344000
2021-12-14,27.698999,28.677999,27.250000,28.337000,28.294319,667035000
2021-12-15,28.400000,30.500000,27.837999,30.459000,30.413122,698297000
2021-12-16,31.152000,31.160000,28.093000,28.386999,28.344242,707366000
2021-12-17,27.985001,28.922001,27.760000,27.801001,27.759125,713758000
2021-12-20,27.305000,28.143999,27.145000,27.719000,27.677250,461847000
2021-12-21,28.374001,29.120001,27.400999,29.075001,29.031208,524385000
2021-12-22,28.891001,29.555000,28.448999,29.400000,29.355719,395184000
2021-12-23,29.754999,30.059000,29.431000,29.639999,29.595356,343022000
2021-12-27,29.660000,31.087000,29.639999,30.945000,30.898390,403686000
2021-12-28,31.312000,31.330000,30.011999,30.322001,30.276329,420591000
2021-12-29,30.273001,30.548000,29.365999,30.000999,29.955811,343139000
2021-12-30,29.827000,30.457001,29.540001,29.586000,29.541437,308864000
2021-12-31,29.674000,30.030001,29.330999,29.410999,29.366701,266530000
2022-01-03,29.815001,30.711000,29.785000,30.121000,30.075632,391547000
2022-01-04,30.277000,30.468000,28.349001,29.290001,29.245888,527154000
2022-01-05,28.948999,29.416000,27.533001,27.604000,27.562422,498064000
2022-01-06,27.639999,28.438000,27.065001,28.177999,28.135559,454186000
2022-01-07,28.141001,28.422001,27.056999,27.247000,27.205961,409939000
2022-01-10,26.580999,27.469000,25.643999,27.400000,27.358732,594681000
2022-01-11,27.323000,28.065001,26.839001,27.816999,27.775105,404089000
2022-01-12,28.066999,28.594999,27.608000,27.999001,27.956829,383413000
2022-01-13,28.379000,28.480000,26.497999,26.575001,26.534975,540171000
2022-01-14,26.299999,27.197001,26.209999,26.941999,26.901423,395832000
2022-01-18,26.260000,26.638000,25.770000,25.903000,25.863987,424270000
2022-01-19,26.079000,26.542999,25.052000,25.066999,25.029243,488315000
2022-01-20,25.304001,25.579000,24.077999,24.150000,24.113626,435181000
2022-01-21,23.507000,24.823000,23.263000,23.374001,23.338793,718958000
2022-01-24,22.330000,23.379999,20.888000,23.372000,23.336798,913982000
2022-01-25,22.546000,22.943001,22.000000,22.323999,22.290377,664616000
2022-01-26,23.240000,24.056999,22.299999,22.771999,22.737701,755959000
2022-01-27,23.568001,23.995001,21.674999,21.944000,21.910948,573353000
2022-01-28,22.011999,22.858000,21.296000,22.840000,22.805597,543774000
2022-01-31,23.181999,24.509001,23.052000,24.486000,24.449121,564680000
2022-02-01,25.104000,25.145000,23.889999,24.638000,24.600891,518925000
2022-02-02,25.794001,25.816999,24.552999,25.242001,25.203983,543419000
2022-02-03,24.458000,25.077000,23.780001,23.948000,23.911930,410178000
2022-02-04,23.972000,24.635000,23.632000,24.319000,24.282373,354829000
2022-02-07,24.372000,25.181999,24.202000,24.728001,24.690756,376868000
2022-02-08,24.358999,25.230000,23.980000,25.108000,25.070185,410359000
2022-02-09,25.622000,26.725000,25.353001,26.705000,26.664780,524282000
2022-02-10,25.995001,26.924999,25.600000,25.823999,25.785103,513200000
2022-02-11,25.916000,26.152000,23.773001,23.948999,23.912930,605472000
2022-02-14,23.934000,24.875000,23.754999,24.267000,24.230450,440424000
2022-02-15,24.948999,26.545000,24.784000,26.495001,26.455095,699869000
2022-02-16,26.259001,26.582001,25.552000,26.511000,26.471067,732676000
2022-02-17,25.629999,25.785000,24.165001,24.507000,24.470087,810595000
2022-02-18,24.667999,24.986000,23.100000,23.642000,23.606392,761255000
2022-02-22,23.035000,24.063999,23.000000,23.389999,23.354773,633422000
2022-02-23,23.802000,24.155001,22.301001,22.386999,22.353283,566511000
2022-02-24,21.014999,23.799999,20.889999,23.747999,23.712229,735801000
2022-02-25,23.721001,24.216999,23.381001,24.157000,24.120613,528866000
2022-02-28,23.992001,24.665001,23.707001,24.385000,24.348272,477319000
2022-03-01,24.291000,24.377001,23.132000,23.476999,23.441641,412056000
2022-03-02,23.756001,24.409000,23.415001,24.219999,24.187639,389642000
2022-03-03,24.261999,24.326000,23.469000,23.714001,23.682320,365095000
2022-03-04,23.384001,23.680000,22.482000,22.936001,22.905355,431415000
2022-03-07,22.816999,23.033001,21.330000,21.351999,21.323473,450821000
2022-03-08,21.309000,22.372999,20.650000,21.514000,21.485258,557467000
2022-03-09,22.386999,23.219999,22.247000,23.014000,22.983253,492742000
2022-03-10,22.531000,22.788000,21.882000,22.658001,22.627729,428066000
2022-03-11,23.021999,23.145000,22.046000,22.100000,22.070475,367209000
2022-03-14,21.868999,22.261999,21.159000,21.330000,21.301500,385354000
2022-03-15,21.518000,23.038000,21.322001,22.973000,22.942308,491996000
2022-03-16,23.500000,24.597000,23.172001,24.496000,24.463274,671422000
2022-03-17,24.120001,24.841999,23.906000,24.766001,24.732916,471941000
2022-03-18,24.799000,26.569000,24.624001,26.452999,26.417658,730719000
2022-03-21,26.507000,27.152000,25.966999,26.733999,26.698286,591727000
2022-03-22,26.726999,27.238001,26.072001,26.524000,26.488564,547007000
2022-03-23,26.125999,26.612000,25.575001,25.634001,25.599752,502120000
2022-03-24,26.166000,28.320000,25.907000,28.150000,28.112389,877379000
2022-03-25,27.886000,28.358000,27.271000,27.691999,27.655001,579016000
2022-03-28,27.756001,28.250000,27.205999,28.219000,28.181297,425494000
2022-03-29,28.695000,28.945999,27.980000,28.656000,28.617714,488984000
2022-03-30,28.304001,28.496000,27.503000,27.690001,27.653006,463487000
2022-03-31,27.782000,28.247999,27.270000,27.285999,27.249546,523440000
2022-04-01,27.375000,27.496000,26.267000,26.712000,26.676311,517235000
2022-04-04,26.728001,27.558001,26.613001,27.360001,27.323444,397120000
2022-04-05,27.254000,27.319000,25.820000,25.931000,25.896355,436615000
2022-04-06,24.934000,25.299999,24.003000,24.407000,24.374392,703833000
2022-04-07,24.441000,24.722000,23.478001,24.208000,24.175661,557992000
2022-04-08,23.917000,23.923000,23.062000,23.118999,23.088114,524781000
2022-04-11,22.214001,22.320000,21.660000,21.917000,21.887718,575207000
2022-04-12,22.537001,22.725000,21.282000,21.504000,21.475266,662258000
2022-04-13,21.728001,22.500000,21.455000,22.202999,22.173332,516943000
2022-04-14,22.504999,22.777000,21.163000,21.257999,21.229599,569097000
2022-04-18,21.200001,22.087999,21.079000,21.783001,21.753899,525701000
2022-04-19,21.719999,22.372999,21.313999,22.198000,22.168341,512781000
2022-04-20,22.517000,22.670000,21.200001,21.482000,21.453299,468974000
2022-04-21,21.709000,22.392000,20.000000,20.183001,20.156034,656209000
2022-04-22,20.302999,20.486000,19.500000,19.514999,19.488926,624713000
2022-04-25,19.202000,19.945000,19.096001,19.902000,19.875410,641566000
2022-04-26,19.718000,19.788000,18.670000,18.788000,18.762901,653143000
2022-04-27,18.598000,19.167000,18.290001,18.415001,18.390398,499460000
2022-04-28,18.966999,20.037001,18.490000,19.782000,19.755571,570327000
2022-04-29,19.402000,20.128000,18.517000,18.547001,18.522221,500435000
2022-05-02,18.541000,19.573999,18.391001,19.533001,19.506903,572049000
2022-05-03,19.400000,19.825001,19.132999,19.601999,19.575811,475751000
2022-05-04,19.923000,20.400000,18.750999,20.334000,20.306829,648855000
2022-05-05,19.867001,19.924999,18.500000,18.844000,18.818825,626331000
2022-05-06,18.736000,19.511999,17.990000,18.674999,18.650049,633297000
2022-05-09,18.034000,18.254999,16.827000,16.950001,16.927355,644455000
2022-05-10,17.688999,18.198000,17.025000,17.594999,17.571487,761474000
2022-05-11,17.347000,17.753000,16.568001,16.629999,16.607782,670167000
2022-05-12,16.219000,16.788000,15.567000,16.174999,16.153385,708728000
2022-05-13,16.788000,17.927999,16.593000,17.705999,17.682341,670437000
2022-05-16,17.509001,17.788000,17.106001,17.264000,17.240932,521446000
2022-05-17,18.073999,18.371000,17.634001,18.177000,18.152714,585830000
2022-05-18,17.705000,18.118000,16.864000,16.938000,16.915371,545161000
2022-05-19,16.937000,17.687000,16.733999,17.124001,17.101124,621310000
2022-05-20,17.332001,17.410000,15.755000,16.694000,16.671694,739105000
2022-05-23,16.274000,16.915001,16.179001,16.898001,16.875423,639889000
2022-05-24,16.510000,16.597000,15.780000,16.153999,16.132414,588550000
2022-05-25,16.020000,17.111000,16.000000,16.975000,16.952320,781132000
2022-05-26,16.035999,18.091999,16.021999,17.851000,17.827148,996575000
2022-05-27,18.186001,18.881001,18.100000,18.811001,18.785866,738379000
2022-05-31,18.980000,19.200001,18.350000,18.672001,18.647055,664100000
2022-06-01,18.724001,19.052999,18.122000,18.320000,18.295525,544514000
2022-06-02,18.292000,19.618999,18.198000,19.591999,19.565825,648656000
2022-06-03,19.082001,19.332001,18.521999,18.719999,18.694988,598779000
2022-06-06,19.139000,19.337000,18.563999,18.785999,18.760900,422406000
2022-06-07,18.472000,19.000000,18.188000,18.926001,18.900715,388914000
2022-06-08,18.799000,19.180000,18.535000,18.648001,18.627024,363252000
2022-06-09,18.481001,18.933001,18.041000,18.048000,18.027699,395574000
2022-06-10,17.600000,17.697001,16.868999,16.974001,16.954905,465248000
2022-06-13,16.000000,16.312000,15.606000,15.647000,15.629398,604153000
2022-06-14,15.731000,16.066000,15.412000,15.836000,15.818186,469680000
2022-06-15,16.094999,16.868000,15.926000,16.527000,16.508408,563936000
2022-06-16,15.860000,15.942000,15.401000,15.601000,15.583450,545749000
2022-06-17,15.648000,15.995000,15.328000,15.880000,15.862135,630334000
2022-06-21,16.475000,17.007999,16.407000,16.566000,16.547367,483089000
2022-06-22,16.226000,16.662001,16.180000,16.360001,16.341597,437135000
2022-06-23,16.518999,16.584999,15.853000,16.225000,16.206747,463680000
2022-06-24,16.500000,17.139999,16.309999,17.125999,17.106735,472153000
2022-06-27,17.312000,17.330000,16.625999,16.868999,16.850025,427968000
2022-06-28,16.900000,17.202000,15.945000,15.982000,15.964024,461149000
2022-06-29,15.814000,15.820000,15.170000,15.542000,15.524517,482352000
2022-06-30,15.361000,15.567000,14.862000,15.159000,15.141946,686070000
2022-07-01,14.899000,15.063000,14.392000,14.523000,14.506662,577610000
2022-07-05,14.175000,14.971000,14.055000,14.964000,14.947167,651397000
2022-07-06,15.010000,15.319000,14.789000,15.130000,15.112980,529066000
2022-07-07,15.456000,15.945000,15.389000,15.858000,15.840160,492903000
2022-07-08,15.430000,16.037001,15.389000,15.838000,15.820184,467972000
2022-07-11,15.526000,15.527000,15.038000,15.152000,15.134954,437321000
2022-07-12,15.268000,15.431000,14.877000,15.082000,15.065034,458483000
2022-07-13,14.590000,15.375000,14.465000,15.164000,15.146940,521918000
2022-07-14,15.108000,15.473000,14.728000,15.372000,15.354707,456235000
2022-07-15,15.659000,15.782000,15.445000,15.762000,15.744269,385935000
2022-07-18,16.302000,16.896999,16.002001,16.101000,16.082886,670517000
2022-07-19,16.486000,17.110001,16.172001,16.992001,16.972885,702366000
2022-07-20,16.947001,17.933001,16.801001,17.806999,17.786968,760538000
2022-07-21,17.885000,18.143999,17.545000,18.049999,18.029696,557049000
2022-07-22,17.893000,17.966999,17.136999,17.319000,17.299517,536671000
2022-07-25,17.018999,17.124001,16.649000,17.024000,17.004850,480748000
2022-07-26,16.889000,16.919001,16.478001,16.533001,16.514400,397865000
2022-07-27,17.032000,17.936001,16.913000,17.790001,17.769993,569776000
2022-07-28,17.975000,18.139999,17.440001,17.983999,17.963770,474646000
2022-07-29,17.813000,18.243999,17.691999,18.163000,18.142567,435460000
2022-08-01,18.181999,18.846001,17.990000,18.441000,18.420258,476469000
2022-08-02,18.122000,18.938000,18.091999,18.525999,18.505157,489527000
2022-08-03,18.184000,18.968000,18.136999,18.893000,18.871746,418146000
2022-08-04,18.849001,19.274000,18.760000,19.215000,19.193386,409652000
2022-08-05,18.809999,19.229000,18.666000,18.989000,18.967638,386068000
2022-08-08,17.502001,18.239000,17.242001,17.792999,17.772984,981859000
2022-08-09,17.252001,17.447001,16.724001,17.086000,17.066780,668263000
2022-08-10,17.698000,18.118000,17.316999,18.097000,18.076643,597422000
2022-08-11,18.131001,18.707001,17.875999,17.941999,17.921816,509327000
2022-08-12,18.160000,18.718000,17.952999,18.709000,18.687952,478094000
2022-08-15,18.701000,19.164000,18.613001,19.032000,19.010586,457666000
2022-08-16,18.920000,19.142000,18.500999,18.879000,18.857763,451240000
2022-08-17,18.523001,18.688000,18.145000,18.334999,18.314371,446799000
2022-08-18,18.301001,18.865000,18.183001,18.773001,18.751881,415447000
2022-08-19,18.406000,18.520000,17.770000,17.849001,17.828920,441588000
2022-08-22,17.490000,17.558001,16.966000,17.034000,17.014835,409593000
2022-08-23,16.989000,17.465000,16.969999,17.181000,17.161674,369986000
2022-08-24,17.011999,17.406000,16.895000,17.222000,17.202625,522661000
2022-08-25,16.844000,17.947001,16.833000,17.913000,17.892849,770691000
2022-08-26,17.857000,17.924000,16.237000,16.260000,16.241711,769127000
2022-08-29,16.020000,16.337999,15.767000,15.801000,15.783224,496132000
2022-08-30,15.960000,16.039000,15.182000,15.468000,15.450601,530181000
2022-08-31,15.384000,15.540000,14.959000,15.094000,15.077020,573710000
2022-09-01,14.209000,14.380000,13.270000,13.937000,13.921323,1178865000
2022-09-02,14.100000,14.171000,13.591000,13.647000,13.631648,743157000
2022-09-06,13.731000,13.779000,13.351000,13.465000,13.449853,535751000
2022-09-07,13.563000,13.838000,13.346000,13.714000,13.702644,512657000
2022-09-08,13.459000,14.008000,13.369000,13.990000,13.978415,624873000
2022-09-09,14.157000,14.474000,14.126000,14.387000,14.375085,486612000
2022-09-12,14.369000,14.547000,14.198000,14.505000,14.492989,484159000
2022-09-13,13.802000,13.922000,13.099000,13.131000,13.120125,714956000
2022-09-14,13.254000,13.290000,12.913000,13.128000,13.117128,588507000
2022-09-15,13.015000,13.233000,12.790000,12.929000,12.918292,523625000
2022-09-16,12.742000,13.212000,12.617000,13.198000,13.187070,670751000
2022-09-19,13.012000,13.463000,13.010000,13.382000,13.370917,569685000
2022-09-20,13.215000,13.483000,13.057000,13.176000,13.165088,524818000
2022-09-21,13.213000,14.031000,13.110000,13.261000,13.250018,807679000
2022-09-22,13.070000,13.149000,12.428000,12.561000,12.550597,759162000
2022-09-23,12.420000,12.611000,12.257000,12.516000,12.505634,663309000
2022-09-26,12.491000,12.659000,12.214000,12.228000,12.217874,547343000
2022-09-27,12.507000,12.736000,12.258000,12.413000,12.402721,553854000
2022-09-28,12.410000,12.823000,12.354000,12.736000,12.725453,542414000
2022-09-29,12.448000,12.500000,11.946000,12.220000,12.209881,532763000
2022-09-30,12.087000,12.633000,12.075000,12.139000,12.128949,565638000
2022-10-03,12.347000,12.678000,12.105000,12.512000,12.501637,547478000
2022-10-04,12.879000,13.220000,12.879000,13.167000,13.156096,584182000
2022-10-05,12.911000,13.321000,12.621000,13.209000,13.198060,507131000
2022-10-06,13.220000,13.656000,13.103000,13.130000,13.119125,644157000
2022-10-07,12.505000,12.670000,12.022000,12.076000,12.066000,672478000
2022-10-10,12.037000,12.124000,11.408000,11.670000,11.660336,698699000
2022-10-11,11.561000,11.846000,11.283000,11.586000,11.576406,667482000
2022-10-12,11.579000,11.735000,11.345000,11.500000,11.490477,492590000
2022-10-13,10.971000,12.078000,10.813000,11.960000,11.950095,850103000
2022-10-14,12.057000,12.111000,11.204000,11.227000,11.217704,713432000
2022-10-17,11.518000,11.948000,11.517000,11.888000,11.878154,580774000
2022-10-18,12.344000,12.492000,11.618000,11.967000,11.957088,659362000
2022-10-19,11.879000,12.350000,11.834000,12.051000,12.041019,523131000
2022-10-20,12.113000,12.769000,12.105000,12.194000,12.183903,652398000
2022-10-21,12.098000,12.498000,11.887000,12.466000,12.455675,609494000
2022-10-24,12.508000,12.710000,12.064000,12.599000,12.588567,517457000
2022-10-25,12.694000,13.300000,12.664000,13.261000,13.250018,505482000
2022-10-26,12.869000,13.388000,12.708000,12.896000,12.885321,532953000
2022-10-27,13.630000,13.838000,13.122000,13.176000,13.165088,583113000
2022-10-28,13.104000,13.850000,13.061000,13.834000,13.822544,521040000
2022-10-31,13.778000,13.838000,13.297000,13.497000,13.485824,486341000
2022-11-01,13.811000,13.925000,13.519000,13.543000,13.531786,432817000
2022-11-02,13.850000,14.210000,13.211000,13.219000,13.208054,672628000
2022-11-03,13.043000,13.781000,12.956000,13.421000,13.409885,500065000
2022-11-04,13.986000,14.229000,13.697000,14.156000,14.144278,612576000
2022-11-07,14.228000,14.412000,13.954000,14.301000,14.289156,410061000
2022-11-08,14.801000,14.891000,14.216000,14.602000,14.589909,595292000
2022-11-09,14.162000,14.211000,13.759000,13.776000,13.764592,454414000
2022-11-10,14.800000,15.773000,14.547000,15.750000,15.736958,700819000
2022-11-11,15.807000,16.389000,15.482000,16.327000,16.313480,655487000
2022-11-14,16.218000,16.540001,15.922000,16.295000,16.281504,527852000
2022-11-15,16.722000,16.997999,16.382000,16.666000,16.652199,545876000
2022-11-16,16.162001,16.362000,15.873000,15.910000,15.896825,649547000
2022-11-17,15.715000,16.266001,15.535000,15.677000,15.664019,710894000
2022-11-18,15.966000,16.002001,15.120000,15.409000,15.396239,492072000
2022-11-21,15.147000,15.477000,15.080000,15.317000,15.304317,404739000
2022-11-22,15.328000,16.058001,15.122000,16.038000,16.024719,472866000
2022-11-23,16.098000,16.527000,16.048000,16.518999,16.505320,427241000
2022-11-25,16.318001,16.487000,16.172001,16.270000,16.256527,167934000
2022-11-28,16.025999,16.357000,15.725000,15.827000,15.813893,303741000
2022-11-29,15.827000,15.932000,15.520000,15.639000,15.626049,298384000
2022-11-30,15.697000,16.930000,15.597000,16.923000,16.913311,565298000
2022-12-01,16.999001,17.264999,16.635000,17.135000,17.125191,470977000
